country_code,year,gdp_per_capita,population,inflation_hcpi,dependency_ratio,employment_rate,interest_rate
MDA,2018,13895.504,2707203.0,3.05,48.8156929140567,66.222,5.58218922393701
MDA,2019,14621.24,2664224.0,4.848999977111816,50.5590674260294,68.29,5.58218922393701
MDA,2020,13559.26,2635130.0,3.7659712224536244,52.1688916299112,68.839,5.58218922393701
MDA,2021,15682.07,2595809.0,5.10641129002837,53.4770503502267,71.935,5.58218922393701
MDA,2022,15358.016,2528654.0,28.7372976766236,54.4705439644419,71.872,5.58218922393701
MDA,2023,15990.4795,2457783.0,13.447,55.2962072281666,69.675,5.58218922393701
MDA,2024,16376.611,2402306.0,4.6777351600705,56.2505935075156,71.13,5.58218922393701
MDG,1990,1968.2723,12055639.0,11.859000205993652,95.4134806607625,82.827,12.4633072894145
MDG,1991,1789.8417,12421412.0,8.539999961853027,94.7673586289935,80.887,15.6023480442311
MDG,1992,1757.2946,12800870.0,14.567000389099121,94.1715188550484,80.745,9.10619017294978
MDG,1993,1740.2952,13197345.0,9.989999771118164,93.6411585534501,80.665,14.2377446689439
MDG,1994,1686.3419,13613850.0,38.992000579833984,93.2218460910038,80.825,-7.70860389606109
MDG,1995,1661.2706,14051275.0,49.0359992980957,92.9583195665602,80.833,-9.58288000509817
MDG,1996,1643.3258,14510711.0,19.76099967956543,92.8813263736405,80.858,13.1421812977142
MDG,1997,1649.4481,14990814.0,4.492000102996826,92.941057455216,81.003,24.7304736070804
MDG,1998,1658.8885,15489364.0,6.210000038146973,93.0736201618519,81.117,19.5744623105424
MDG,1999,1681.3594,16000506.0,8.062000274658203,93.1895589658069,81.24,18.7153815222344
MDG,2000,1701.4432,16516338.0,10.670000076293945,93.1978917110378,81.308,13.7174855381102
MDG,2001,1748.5035,17032939.0,7.916999816894531,93.177661036787,81.742,16.2931365294902
MDG,2002,1486.4343,17549913.0,16.499000549316406,93.1353629191031,81.706,7.51209032468099
MDG,2003,1584.7493,18071854.0,-1.7039999961853027,92.9564871729139,82.164,26.4039290162197
MDG,2004,1620.1195,18606608.0,13.956000328063965,92.6013121635461,83.095,9.30772986434688
MDG,2005,1648.1763,19159707.0,18.36400032043457,92.0343514216222,84.237,6.34583697690706
MDG,2006,1686.8634,19730909.0,10.765999794006348,91.290813209297,83.984,15.694725625404
MDG,2007,1731.6176,20318583.0,10.288000106811523,90.4683448047263,83.777,27.1897603026669
MDG,2008,1794.4023,20923840.0,9.29699993133545,89.5836295034047,83.578,33.9705614852236
MDG,2009,1673.1555,21547280.0,8.954000473022461,88.6259182667826,83.167,35.2476423678686
MDG,2010,1635.2451,22183340.0,9.246999740600586,87.5514674326768,82.79,32.464101444736
MDG,2011,1614.5514,22822300.0,9.482999801635742,86.2949697427707,84.26,38.1513429866634
MDG,2012,1617.7908,23462438.0,5.714000225067139,84.89192078717,85.84,48.0332440256903
MDG,2013,1610.6023,24109290.0,5.826000213623047,83.4502181265262,85.409,50.7601031926022
MDG,2014,1620.3579,24764348.0,6.079999923706055,82.1437972798409,84.966,49.908503144345
MDG,2015,1627.5806,25426702.0,7.4039998054504395,81.0274179265593,84.506,49.908503144345
MDG,2016,1648.9122,26099952.0,6.659999847412109,80.0325838882681,84.157,49.908503144345
MDG,2017,1669.7277,26788375.0,8.281,79.1610726988645,83.828,49.908503144345
MDG,2018,1678.7863,27494926.0,7.29,78.4146213820003,83.527,49.908503144345
MDG,2019,1707.8315,28219554.0,5.623000144958496,77.7556849963264,83.25,49.908503144345
MDG,2020,1545.7272,28953556.0,4.20179312190524,77.125045262279,81.804,49.908503144345
MDG,2021,1577.4325,29691083.0,5.819,76.4982094615521,82.058,49.908503144345
MDG,2022,1602.7136,30437261.0,8.16059031991844,75.8512654399341,82.725,49.908503144345
MDG,2023,1629.4609,31195932.0,9.861,75.1537300734546,82.864,49.908503144345
MDG,2024,1657.0497,31964956.0,7.64,74.4044379155376,82.866,49.908503144345
MDV,1990,8945.805,224762.0,15.541999816894531,98.7171439433457,51.4345,5.089509983315635
MDV,1991,8799.255,231802.0,12.5,99.4047158206233,49.485,5.089509983315635
MDV,1992,9120.992,238543.0,16.85700035095215,99.5766576030119,49.84,5.089509983315635
MDV,1993,9378.522,244884.0,20.125999450683594,99.0538431525556,50.192,5.089509983315635
MDV,1994,9866.075,250822.0,3.385999917984009,97.7943379859633,50.548,5.089509983315635
MDV,1995,10894.173,256649.0,5.48799991607666,95.7658276125095,50.905,10.1426241975486
MDV,1996,11495.099,262347.0,6.24399995803833,93.0398887441778,51.48,6.05010056640602
MDV,1997,12210.969,267707.0,7.578999996185303,89.8914022655857,52.05,6.61642811237456
MDV,1998,12884.723,272723.0,-1.409999966621399,86.4109854957554,52.612,12.2657073577698
MDV,1999,13449.203,277412.0,2.9560000896453857,82.5926413479892,53.171,6.23189600181905
MDV,2000,13738.281,282019.0,-1.1779999732971191,78.4343127578265,53.72,7.34143644012808
MDV,2001,12977.999,286767.0,0.6729999780654907,74.1718596261069,52.845,-27.4166580778601
MDV,2002,13689.807,291616.0,0.9269999861717224,70.1555589268418,51.983,9.375668973329
MDV,2003,15316.119,296491.0,-2.802999973297119,66.4206289957734,51.139,6.92865721314521
MDV,2004,15958.656,301413.0,6.339000225067139,62.8912667531345,50.305,0.156737198386501
MDV,2005,13942.875,306429.0,2.4600000381469727,59.5743351264653,49.404,3.2746603469194
MDV,2006,16829.977,313851.0,3.5,55.9074245178981,48.579,0.671075441542563
MDV,2007,17439.951,324479.0,6.795000076293945,51.9067994981367,47.736,-0.414694163040783
MDV,2008,18344.486,336170.0,12.027999877929688,48.3264355238658,46.971,-1.17685851570043
MDV,2009,16230.009,348275.0,4.545000076293945,45.3985271278994,46.005,-2.11403300453779
MDV,2010,16730.014,360792.0,6.158999919891357,43.0783141130375,47.048,6.8047683211937
MDV,2011,17581.768,373674.0,11.258000373840332,41.2814899674467,48.106,-1.91496180491818
MDV,2012,17390.148,386818.0,10.888999938964844,39.9334370365011,49.217,3.34229605974468
MDV,2013,17986.89,400070.0,3.796999931335449,38.9411756534302,50.299,4.12891940022525
MDV,2014,18765.36,413617.0,2.121999979019165,38.1726285126341,51.389,7.002895788903
MDV,2015,18829.447,428154.0,1.8910000324249268,37.4098572157554,52.497,7.002895788903
MDV,2016,19345.18,443308.0,0.8009999990463257,36.5731854969146,53.61,7.002895788903
MDV,2017,20036.717,458287.0,2.272,35.7416836237512,55.999,7.002895788903
MDV,2018,21072.58,473099.0,1.37,34.958294347201,58.383,7.002895788903
MDV,2019,21855.502,487731.0,1.309000015258789,34.2339490950724,60.729,7.002895788903
MDV,2020,14242.975,502118.0,-1.3697742556982453,33.5342081048449,55.144,7.002895788903
MDV,2021,19052.623,516154.0,0.543149688736981,32.7942534738749,56.785,7.002895788903
MDV,2022,21357.81,524106.0,2.33314337624571,32.3871085076878,60.695,7.002895788903
MDV,2023,22333.047,525994.0,2.605,32.264975533215,60.782,7.002895788903
MDV,2024,23034.41,527799.0,1.39979779674922,31.9824156478728,60.501,7.002895788903
MEX,1990,17169.592,82820170.0,26.65167236328125,75.8587871701319,57.961,2.545598118101605
MEX,1991,17511.73,84430572.0,22.662372589111328,74.1105276579391,56.376,2.545598118101605
MEX,1992,17796.406,86044809.0,15.507891654968262,72.5773492012185,56.815,2.545598118101605
MEX,1993,17970.588,87653807.0,9.75146198272705,71.3123295232963,57.294,-17.2485708602521
MEX,1994,18422.82,89259205.0,6.9658122062683105,70.2356684550153,56.694,10.0953390422856
MEX,1995,17028.121,90862455.0,34.999271392822266,69.2581943127318,55.187,14.8566758536659
MEX,1996,17775.873,92452702.0,34.378379821777344,68.3276181298531,56.214,7.64743965456214
MEX,1997,18737.643,94021207.0,20.625629425048828,67.4132301084894,58.21,3.74260655837951
MEX,1998,19573.066,95575245.0,15.92839527130127,66.544339879437,58.217,9.19688961880313
MEX,1999,19793.285,97115707.0,16.58561897277832,65.6971363362102,58.148,7.30444482115276
MEX,2000,20470.494,98625552.0,9.491558074951172,64.8374720830817,57.994,5.62825957284796
MEX,2001,20078.219,100099099.0,6.367733001708984,63.9944301026757,57.388,5.9376464525908
MEX,2002,19744.793,101548624.0,5.030737400054932,63.180962136667,56.701,2.56725076182637
MEX,2003,19701.463,102978515.0,4.546898365020752,62.3840117468188,56.783,2.63026612664734
MEX,2004,20127.225,104394131.0,4.688409805297852,61.5479972392309,57.038,-0.62812236257935
MEX,2005,20277.256,105811504.0,3.988060474395752,60.6344937397539,57.981,3.59826026000135
MEX,2006,20965.826,107253666.0,3.6294543743133545,59.6732082754969,58.704,1.3238319710294
MEX,2007,21102.27,108774360.0,3.9668490886688232,58.6888542638054,58.711,1.35029773940963
MEX,2008,20992.56,110374288.0,5.124985218048096,57.7194070815135,58.289,2.25320067552938
MEX,2009,19385.543,111999721.0,5.29736328125,56.7944957043171,57.313,1.73076519097887
MEX,2010,20058.385,113623895.0,4.156723976135254,55.9321268636884,57.189,0.869831510540792
MEX,2011,20457.6,115243504.0,3.407374858856201,55.1794320737435,57.394,-0.718087414556666
MEX,2012,20898.936,116818208.0,4.111514568328857,54.5632141554873,58.226,0.132595617614182
MEX,2013,20805.348,118343573.0,3.8063876628875732,54.027488950612,58.029,2.52394547437684
MEX,2014,21069.766,119784261.0,4.018618106842041,53.513139465276,57.561,-0.782518932664159
MEX,2015,21408.928,121072306.0,2.7206408977508545,52.97209888579,57.941,-0.782518932664159
MEX,2016,21578.264,122251351.0,2.8217086791992188,52.3968518760979,58.099,-0.782518932664159
MEX,2017,21777.523,123400057.0,6.041,51.8182577831981,58.15,-0.782518932664159
MEX,2018,21997.773,124573711.0,4.9,51.2690018964587,58.45,-0.782518932664159
MEX,2019,21704.186,125762982.0,3.634999990463257,50.7872946012451,58.995,-0.782518932664159
MEX,2020,19728.482,126799054.0,3.3968341557003026,50.3089773441429,53.921,-0.782518932664159
MEX,2021,20782.588,127648148.0,5.689209,49.8060368026137,57.517,-0.782518932664159
MEX,2022,21391.857,128613117.0,7.896276,49.3799037503831,58.961,-0.782518932664159
MEX,2023,21917.248,129739759.0,5.526,49.0415538480472,60.036,-0.782518932664159
MEX,2024,22039.629,130861007.0,4.72225588452935,48.7167150891959,59.985,-0.782518932664159
MHL,1990,3905.586,44629.0,2.0160000324249268,112.670955444365,,
MHL,1991,3828.4636,45568.0,2.0160000324249268,110.179419768461,,
MHL,1992,4029.3413,46388.0,2.0160000324249268,107.325139664804,,
MHL,1993,4207.4097,47093.0,2.0160000324249268,104.064653117823,,
MHL,1994,4396.9146,47712.0,2.0160000324249268,100.445322018233,,
MHL,1995,4703.433,48266.0,2.0160000324249268,96.634889595046,,
MHL,1996,4174.814,48775.0,2.0160000324249268,92.7637039086274,,
MHL,1997,3867.3428,49259.0,2.0160000324249268,88.9238321699778,,
MHL,1998,3805.887,49717.0,2.0160000324249268,85.193324890114,,
MHL,1999,3718.811,50202.0,2.0160000324249268,81.9968097447796,,
MHL,2000,3772.2158,50706.0,2.0160000324249268,79.4585029198372,,
MHL,2001,4000.7305,51123.0,2.0160000324249268,77.1352343993625,,
MHL,2002,4121.84,51425.0,2.0160000324249268,74.9268657731818,,
MHL,2003,4040.655,51639.0,2.0160000324249268,72.9544160498376,,
MHL,2004,4012.3445,51791.0,2.0160000324249268,71.3118549880921,,
MHL,2005,4075.1587,51906.0,3.4860000610351562,70.1780269499361,,
MHL,2006,4075.5764,51992.0,5.252999782562256,69.7032999314554,,
MHL,2007,4222.413,52035.0,2.63700008392334,69.8214810221598,,
MHL,2008,3903.3057,52030.0,14.675000190734863,70.2696511551803,,
MHL,2009,4047.2268,52019.0,0.4779999852180481,70.8711076074103,,
MHL,2010,4269.3584,52044.0,1.7680000066757202,71.5731522384123,,
MHL,2011,4259.116,51907.0,5.353000164031982,71.8319650423729,,
MHL,2012,4244.0444,51419.0,4.341000080108643,71.2116671661173,,
