country_code,latest_gdp,avg_shock_growth,speed_2008,quality_2008,speed_2020,quality_2020,avg_employment,avg_dependency,avg_inflation,cluster,cluster_name
SMR,70951.79,-1.840474306030321,,73.99217049173558,1.0,117.9168280053362,,47.69244746644603,2.010155743884711,,
SOM,1409.335,0.24012250460561657,1.0,118.81887281879146,,93.9886068141184,27.654970588235294,100.15897012814683,,,
SRB,26900.854,2.885155784673557,1.0,105.62891182945332,1.0,119.46976992709094,46.063700000000004,49.96797972505456,13.311733636062831,0.0,Resilient Emerging
STP,5491.2983,1.3023344051400598,1.0,103.7970585455688,1.0,97.18030260342556,20.878557142857144,86.22615766604854,20.482018190642723,0.0,Resilient Emerging
SUR,19179.102,-3.859710572500921,1.0,114.0052364975661,,82.81918548300715,46.29784285714286,57.967900513314454,25.656581719905244,,
SVK,40319.055,0.7133297477237316,2.0,108.5681241504474,1.0,106.20456020210946,52.828471428571426,45.436360447485384,7.384612950210028,0.0,Resilient Emerging
SVN,48648.906,-0.4531643785168793,9.0,95.57676498586444,1.0,107.6461109600614,54.52867142857143,46.634163430378216,30.194275659490266,2.0,Struggling Developed
SWE,62978.938,-1.200987303623849,3.0,100.19170450032227,1.0,101.72257779542522,58.908142857142856,56.62822534885652,2.2456111943118113,2.0,Struggling Developed
SWZ,10380.396,0.14597882114540361,1.0,106.15453865144238,3.0,100.8111025541047,38.60648571428572,77.87388417252357,7.242542795726231,3.0,Resilient Low-Income
SXM,47303.195,-5.736203475463292,,,3.0,101.24855878539182,,38.930781056110376,,,
SYC,29241.775,-5.12069572332407,3.0,105.57386055064366,,83.37301764073736,,48.145952486408795,4.336764652896628,,
SYR,4454.8535,0.065117505292131,1.0,109.28175693024222,,,39.87974242424242,77.56357931190661,14.815135177337762,,
TCA,33390.527,-6.893811503076699,9.0,78.37453756646839,3.0,104.01211804314974,,38.44632572717322,2.783333333333333,,
TCD,2412.866,-2.9868758272941,2.0,104.88227182984302,,93.41791028444078,64.89131428571429,102.97308201001732,3.5675054021237607,,
TGO,2960.7754,1.4951224416090063,1.0,109.95722839499648,1.0,110.27014769258466,56.4348,82.04980940462802,3.773104048170561,0.0,Resilient Emerging
THA,21740.541,-1.3124581245302664,2.0,106.50267061051646,4.0,99.5940048425968,70.80298571428571,42.94614396421215,2.800451348809256,3.0,Resilient Low-Income
TJK,4755.933,4.160117742911934,1.0,117.90105220317358,1.0,122.53332558148836,44.418099999999995,75.76724667273854,126.57224411870492,0.0,Resilient Emerging
