country_code,year,gdp_per_capita,population,inflation_hcpi,dependency_ratio,employment_rate,interest_rate,is_shock,shock_label,gdp_growth_rate,recovery_speed_covid_2020,recovery_speed_recession_2008,recovery_quality_covid_2020,recovery_quality_recession_2008,gdp_lag_1,gdp_lag_2,growth_lag_1,gdp_rolling_mean_3yr,pre_shock_baseline_2008,pre_shock_baseline_2020,gdp_dev_from_2008_baseline,gdp_dev_from_2020_baseline,world_gdp_growth,pct_countries_contracting,cluster_name
ABW,2005,38828.215,97635.0,3.400000095367432,42.6369612856099,,5.64637297616821,0,none,-2.9308263218901787,3.0,11.0,105.83097974855792,88.28093526359372,40000.562,38086.01,5.026916707735984,38971.59566666667,38952.53366666666,39016.098333333335,,,3.2316,12.62,
ABW,2006,38566.8,99405.0,3.609999895095825,42.7685060178669,,5.81310509823675,0,none,-0.6732604112756446,3.0,11.0,105.83097974855792,88.28093526359372,38828.215,40000.562,-2.9308263218901787,39131.859,38952.53366666666,39016.098333333335,,,3.7009,8.7,
ABW,2007,39462.586,100150.0,5.389999866485596,42.9917617327489,,4.97600231726435,0,none,2.322686870572621,3.0,11.0,105.83097974855792,88.28093526359372,38566.8,38828.215,-0.6732604112756446,38952.53366666666,38952.53366666666,39016.098333333335,,,3.7619,10.58,
ABW,2008,39881.59,100917.0,8.960000038146973,43.260508496231,,5.9825479431511,1,recession_2008,1.061775323087022,3.0,11.0,105.83097974855792,88.28093526359372,39462.586,38566.8,2.322686870572621,39303.65866666666,38952.53366666666,39016.098333333335,2.385098595340839,,2.0455,24.76,
ABW,2009,34986.15,101604.0,-2.140000104904175,43.5354448619784,,8.84604657019821,1,recession_2008,-12.274936881904653,3.0,11.0,105.83097974855792,88.28093526359372,39881.59,39462.586,1.061775323087022,38110.10866666667,38952.53366666666,39016.098333333335,-10.18260763371309,,-1.4188,63.03,
ABW,2010,33951.625,101838.0,2.0799999237060547,43.4533955008381,,11.6661307585963,0,none,-2.9569558239474825,3.0,11.0,105.83097974855792,88.28093526359372,34986.15,39881.59,-12.274936881904653,36273.121666666666,38952.53366666666,39016.098333333335,-12.83846824820577,,2.9074,18.48,
ABW,2011,34837.94,102591.0,4.320000171661377,43.0477704342006,,4.80197433814387,0,none,2.610523060383718,3.0,11.0,105.83097974855792,88.28093526359372,33951.625,34986.15,-2.9569558239474825,34591.905,38952.53366666666,39016.098333333335,-10.56309636204151,,2.7469,18.01,
ABW,2012,33972.34,104110.0,0.6299999952316284,42.8649842877335,,8.20087500684476,0,none,-2.484647484897229,3.0,11.0,105.83097974855792,88.28093526359372,34837.94,33951.625,2.610523060383718,34253.96833333333,38952.53366666666,39016.098333333335,-12.785288138852003,,1.5288,28.44,
ABW,2013,35621.785,105675.0,-2.369999885559082,43.0385229703024,,10.7097087655441,0,none,4.855258719299305,3.0,11.0,105.83097974855792,88.28093526359372,33972.34,34837.94,-2.484647484897229,34810.68833333333,38952.53366666666,39016.098333333335,-8.550788236701845,,1.6887,25.0,
ABW,2014,35746.863,106807.0,0.4199999868869781,43.5153583617747,,6.37347405601159,0,none,0.3511278280973195,3.0,11.0,105.83097974855792,88.28093526359372,35621.785,33972.34,4.855258719299305,35113.66266666667,38952.53366666666,39016.098333333335,-8.229684605625264,,1.78,18.87,
